Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
143,Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,24-352,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14,16,43
144,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,36-256,1987,28,25,2151,23.9,5,6,11,4,1,3,6,1,7.9,5.5,8.0,13.4,62,118,156
145,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23-296,2000,9,9,739,8.2,0,1,1,0,0,0,4,1,0.1,0.1,2.2,2.3,17,17,27
146,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23-296,2000,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.4,0.4,1.8,2.2,28,51,67
147,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27-332,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5
148,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18-232,2005,14,6,533,5.9,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17
149,Arthur Atta,fr FRA,"MF,FW",Metz,fr Ligue 1,21-090,2003,17,7,701,7.8,1,2,3,1,0,0,0,0,0.4,0.4,1.2,1.7,12,40,17
150,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21-324,2002,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
151,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34-300,1989,28,24,2114,23.5,12,7,19,10,2,2,3,0,15.4,13.8,5.0,18.7,55,51,190
152,Emil Audero,it ITA,GK,Inter,it Serie A,27-086,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
153,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29-227,1994,26,22,1903,21.1,1,1,2,1,0,0,3,0,0.5,0.5,1.8,2.2,53,79,83
154,Carlos Augusto,br BRA,DF,Inter,it Serie A,25-097,1999,30,10,1310,14.6,0,3,3,0,0,0,1,0,0.9,0.9,2.1,3.0,39,42,78
155,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23-136,2000,13,6,634,7.0,2,0,2,2,0,0,0,0,0.6,0.6,0.5,1.1,14,24,10
156,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-111,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29
157,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,30-067,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75
158,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-067,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31
159,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26-245,1997,17,12,1024,11.4,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,43
160,André Ayew,gh GHA,"FW,MF",Le Havre,fr Ligue 1,34-118,1989,14,7,677,7.5,3,0,3,3,0,0,2,1,1.6,1.6,0.4,1.9,9,11,50
161,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32-215,1991,29,28,2341,26.0,4,6,10,4,0,0,8,1,3.8,3.8,4.0,7.8,68,62,163
162,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,22-286,2001,23,15,1415,15.7,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,24,54,43
163,Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,29-103,1995,17,2,410,4.6,2,0,2,2,0,0,4,0,2.0,2.0,1.1,3.1,4,12,30
164,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34-229,1989,17,9,976,10.8,0,2,2,0,0,0,3,0,0.6,0.6,2.2,2.8,26,58,32
165,Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29-273,1994,22,9,902,10.0,0,0,0,0,0,0,1,0,1.1,1.1,0.4,1.5,44,35,41
166,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22-320,2001,12,2,303,3.4,1,1,2,1,0,0,3,0,0.4,0.4,0.4,0.8,3,13,6
167,Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,19-158,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
168,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,28-082,1996,23,14,1404,15.6,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,4
169,Srđan Babić,rs SRB,DF,Almería,es La Liga,27-357,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0
170,Shavy Babicka,ga GAB,FW,Toulouse,fr Ligue 1,23-317,2000,8,4,292,3.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,11,7,48
171,Aliou Badara Baldé,sn SEN,"FW,DF",Nice,fr Ligue 1,21-123,2002,6,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,8
172,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-002,2000,21,20,1684,18.7,0,1,1,0,0,0,3,1,0.7,0.7,0.3,1.0,8,60,1
173,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-048,1989,27,27,2124,23.6,0,3,3,0,0,0,6,0,1.0,1.0,1.1,2.1,16,123,27
174,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26-301,1997,21,18,1550,17.2,1,2,3,1,0,0,1,0,0.7,0.7,2.2,2.9,32,63,60
175,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-018,2001,11,8,741,8.2,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,1,30,1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
176,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22-268,2001,27,26,1978,22.0,2,9,11,2,0,1,9,1,6.2,5.4,6.3,11.6,59,121,145
177,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28-354,1995,10,6,499,5.5,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1.0,12,29,39
178,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,26-248,1997,30,18,1698,18.9,8,8,16,8,0,0,4,0,4.8,4.8,7.3,12.1,90,62,208
179,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-001,1994,7,6,569,6.3,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,3,11,1
180,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,25-045,1999,25,14,1196,13.3,2,2,4,2,0,0,0,0,2.4,2.4,2.2,4.7,50,46,65
181,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-002,1991,2,0,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,2,5
182,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,29-240,1994,15,11,976,10.8,2,1,3,2,0,0,3,0,1.4,1.4,0.4,1.8,6,34,12
183,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23-298,2000,12,2,321,3.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,10,9,19
184,Ridle Baku,de GER,"DF,MF",Wolfsburg,de Bundesliga,26-005,1998,27,16,1565,17.4,1,0,1,1,0,0,4,0,1.3,1.3,2.8,4.2,31,72,105
185,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-231,2002,26,20,1777,19.7,2,4,6,2,0,0,4,1,2.7,2.7,4.7,7.4,75,71,162
186,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,21-021,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20,30,40
187,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,21-021,2003,7,2,249,2.8,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,6,6,26
188,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20-178,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141
189,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,31-035,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9,31,24
190,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20-101,2004,20,12,1034,11.5,0,0,0,0,0,0,6,0,0.7,0.7,0.2,0.8,10,42,8
191,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,20-101,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1
192,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25-078,1999,22,21,1821,20.2,2,0,2,2,0,0,5,1,0.5,0.5,0.1,0.6,14,97,3
193,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32-103,1992,27,26,2344,26.0,0,0,0,0,0,0,4,0,0.6,0.6,2.0,2.6,39,82,78
194,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,eng Premier League,27-101,1997,5,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,0,4
195,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22-285,2001,23,15,1341,14.9,7,3,10,7,0,3,1,0,9.1,6.6,1.9,8.5,32,26,167
196,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,28-018,1996,23,22,1779,19.8,2,2,4,2,0,0,0,0,2.8,2.8,4.4,7.1,99,71,157
197,Muhamad Bamba,ci CIV,FW,Lorient,fr Ligue 1,22-125,2001,10,9,724,8.0,6,0,6,6,0,0,1,0,,,,,,,
198,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,20-060,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7
199,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,23-075,2001,21,17,1350,15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70,22,136
200,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-002,2000,8,1,237,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,6,19,4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
201,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22-303,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12
202,Mattia Bani,it ITA,DF,Genoa,it Serie A,30-125,1993,26,26,2216,24.6,2,0,2,2,0,0,8,0,1.2,1.2,0.1,1.3,5,37,4
203,Léo Baptistão,br BRA,FW,Almería,es La Liga,31-231,1992,24,15,1331,14.8,5,0,5,5,0,0,6,1,4.5,4.5,1.6,6.1,19,34,61
204,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,26-005,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1
205,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29-132,1994,15,3,359,4.0,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,10,13,33
206,Francisco Barbosa,es ESP,GK,Betis,es La Liga,24-342,1999,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
207,Valentín Barco,ar ARG,DF,Brighton,eng Premier League,19-265,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2
208,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,21-224,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31
209,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,21-224,2002,21,14,1106,12.3,2,5,7,2,0,0,3,1,2.8,2.8,4.1,7.0,76,51,187
210,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,23-159,2000,27,26,2220,24.7,0,2,2,0,0,0,5,0,0.5,0.5,2.5,2.9,53,98,82
211,Nicolò Barella,it ITA,MF,Inter,it Serie A,27-066,1997,30,28,2356,26.2,2,3,5,2,0,0,5,0,4.8,4.8,3.1,7.9,54,233,125
212,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-012,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41
213,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,30-130,1993,27,25,2233,24.8,4,4,8,4,0,0,5,0,3.8,3.8,3.7,7.5,41,137,29
214,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25-328,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33
215,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26-126,1997,14,4,500,5.6,4,2,6,4,0,0,1,0,2.6,2.6,2.2,4.8,35,21,55
216,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,24-101,2000,25,23,2111,23.5,2,0,2,2,0,0,6,0,3.6,3.6,0.8,4.4,16,72,32
217,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22-327,2001,30,26,2276,25.3,0,1,1,0,0,0,9,0,0.5,0.5,1.4,1.9,9,124,21
218,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,22-108,2001,21,15,1057,11.7,3,1,4,3,0,0,1,0,2.5,2.5,1.0,3.6,49,28,127
219,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20-303,2003,19,14,1311,14.6,0,1,1,0,0,0,5,0,0.8,0.8,1.6,2.4,34,81,41
220,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,18-106,2005,5,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4
221,Marc Bartra,es ESP,DF,Betis,es La Liga,33-089,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0
222,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27-206,1996,30,30,2664,29.6,0,1,1,0,0,0,2,1,1.2,1.0,0.7,1.6,22,79,3
223,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,19-090,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
224,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35-268,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6
225,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,27-140,1996,10,9,719,8.0,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,9,34,12
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
226,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24-104,1999,23,19,1763,19.6,1,0,1,1,0,0,5,1,0.3,0.3,0.0,0.4,13,54,4
227,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-000,1999,23,23,1895,21.1,1,3,4,1,0,0,5,0,1.0,1.0,3.3,4.3,44,115,64
228,Simone Bastoni,it ITA,"DF,MF",Empoli,it Serie A,27-160,1996,11,5,501,5.6,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,9,20,22
229,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27-349,1996,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,1
230,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,33-092,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
231,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24-064,2000,13,8,744,8.3,1,0,1,1,0,0,2,0,1.4,1.4,0.0,1.4,2,22,1
232,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,18-170,2005,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2
233,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33-316,1990,28,28,2520,28.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,0
234,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,24-256,1999,26,10,999,11.1,4,1,5,4,0,0,3,0,2.9,2.9,1.5,4.4,30,44,78
235,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33-276,1990,16,0,171,1.9,2,0,2,1,1,1,1,0,1.3,0.5,0.2,0.7,12,5,18
236,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29-356,1994,26,13,1313,14.6,5,2,7,5,0,0,3,0,3.7,3.7,1.4,5.0,36,31,119
237,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18-275,2005,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3
238,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26-309,1997,22,11,972,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17,28,43
239,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,21-248,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
240,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29-064,1995,7,2,270,3.0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.3,11,4,35
241,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,29-064,1995,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,32,20,73
242,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,28-039,1996,5,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,3
243,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26-361,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,0,1
244,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26-361,1997,6,4,318,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,1,9,10
245,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22-284,2001,14,3,300,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9,8,30
246,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33-070,1991,8,6,488,5.4,1,1,2,1,0,0,0,0,1.6,1.6,0.6,2.2,7,10,32
247,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,33-070,1991,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11,45,93
248,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,21-179,2002,27,23,1953,21.7,13,1,14,13,0,0,0,0,9.7,9.7,1.5,11.2,49,26,176
249,Jérémie Bela,ao ANG,"MF,DF",Clermont Foot,fr Ligue 1,31-005,1993,8,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,8,9,18
250,Reda Belahyane,fr FRA,MF,Hellas Verona,it Serie A,19-317,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
251,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19-317,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0
252,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29-344,1994,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10
253,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32-233,1991,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0,23,2
254,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,22-103,2002,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
255,Raoul Bellanova,it ITA,"DF,MF",Torino,it Serie A,23-332,2000,30,29,2486,27.6,1,6,7,1,0,0,5,0,2.0,2.0,4.2,6.2,119,86,172
256,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25-291,1998,19,9,806,9.0,2,1,3,2,0,0,0,1,1.4,1.4,0.8,2.2,25,37,43
257,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25-291,1998,3,3,269,3.0,2,2,4,2,0,0,2,0,0.6,0.6,1.5,2.1,9,11,10
258,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29-025,1995,20,19,1545,17.2,0,1,1,0,0,0,0,1,0.0,0.0,1.4,1.4,32,76,75
259,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20-289,2003,23,23,1957,21.7,16,4,20,15,1,1,5,1,10.3,9.5,4.1,13.7,73,162,149
260,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,19-056,2005,19,13,1198,13.3,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,11,41,27
261,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,30-115,1993,9,8,681,7.6,1,0,1,1,0,0,0,0,2.2,2.2,0.4,2.5,9,11,41
262,Andrea Belotti,it ITA,FW,Roma,it Serie A,30-115,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15,8,49
263,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-070,1999,26,22,1885,20.9,0,0,0,0,0,0,2,0,0.5,0.5,0.5,1.0,23,98,24
264,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23-015,2001,26,18,1428,15.9,6,2,8,5,1,1,6,0,3.6,2.7,1.5,4.3,7,41,93
265,Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,fr Ligue 1,19-057,2005,10,2,267,3.0,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.7,15,11,37
266,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,23-028,2001,12,4,370,4.1,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1.0,2,9,17
267,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,33-245,1990,26,21,1867,20.7,11,1,12,10,1,1,2,0,8.8,8.0,2.9,10.9,43,77,188
268,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-014,1998,23,5,716,8.0,1,1,2,1,0,0,3,0,0.5,0.5,0.4,1.0,7,41,3
269,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26-134,1997,14,9,769,8.5,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.3,18,47,21
270,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,28-247,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,28,28,70
271,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28-247,1995,7,5,439,4.9,1,1,2,1,0,0,0,0,1.2,1.2,1.8,3.0,22,18,51
272,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28-363,1995,17,11,1033,11.5,0,0,0,0,0,0,4,1,1.7,1.7,0.4,2.1,17,75,63
273,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29-141,1994,21,18,1517,16.9,0,3,3,0,0,0,5,0,0.2,0.2,0.6,0.9,8,102,12
274,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26-293,1997,16,8,671,7.5,1,1,2,1,0,0,6,0,1.1,1.1,0.5,1.6,9,49,26
275,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30-275,1993,4,2,293,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
276,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20-141,2003,9,8,668,7.4,0,0,0,0,0,0,3,1,0.2,0.2,0.1,0.3,3,21,0
277,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,29-256,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3.0,5.6,38,83,123
278,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34-063,1990,22,17,1533,17.0,3,1,4,3,0,0,3,0,0.6,0.4,1.6,2.0,27,106,54
279,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28-284,1995,27,11,1215,13.5,6,2,8,5,1,1,4,0,4.7,3.9,2.7,6.6,50,23,105
280,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31-276,1992,17,15,1188,13.2,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,13,55,16
281,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,33-169,1990,22,12,1078,12.0,0,2,2,0,0,0,2,0,0.9,0.9,2.3,3.3,10,52,58
282,Sander Berge,no NOR,MF,Burnley,eng Premier League,26-059,1998,31,28,2465,27.4,1,1,2,1,0,0,9,1,1.8,1.8,1.3,3.1,49,122,26
283,Etrit Berisha,al ALB,GK,Empoli,it Serie A,35-034,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
284,Medon Berisha,al ALB,MF,Lecce,it Serie A,20-175,2003,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
285,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25-338,1998,6,0,144,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,2,3,13
286,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25-338,1998,2,2,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,1,5
287,Isaac Bernal,es ESP,FW,Sevilla,es La Liga,23-331,2000,11,11,868,9.6,3,4,7,3,0,0,2,0,,,,,,,
288,Bernardo,br BRA,DF,Bochum,de Bundesliga,28-335,1995,27,27,2429,27.0,1,0,1,1,0,0,8,0,1.5,1.5,0.3,1.8,22,98,28
289,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,21-119,2002,26,21,1846,20.5,0,3,3,0,0,0,4,0,0.3,0.3,2.3,2.6,19,97,58
