,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
825,795,Dominick Drexler,de GER,"MF,FW",Schalke 04,de Bundesliga,32,1990,27,16,1366,15.2,4,3,7,4,0,0,3,1,2.4,2.4,2.1,4.5,17,52,69,0.26,0.20,0.46,0.26,0.46,0.16,0.14,0.30,0.16,0.30,Matches
826,796,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,31,30,2657,29.5,0,2,2,0,0,0,11,1,1.3,1.3,0.8,2.1,6,63,0,0.00,0.07,0.07,0.00,0.07,0.04,0.03,0.07,0.04,0.07,Matches
827,797,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
828,798,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28,1994,34,34,2852,31.7,12,6,18,12,0,1,4,0,11.3,10.5,5.5,16.0,31,58,215,0.38,0.19,0.57,0.38,0.57,0.36,0.17,0.53,0.33,0.50,Matches
829,799,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,27,1994,15,11,1061,11.8,0,0,0,0,0,0,4,0,0.8,0.8,0.3,1.1,15,44,22,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
830,800,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.4,12,40,33,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18,Matches
831,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
832,801,Shane Duffy,ie IRL,"DF,FW",Fulham,eng Premier League,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,Matches
833,802,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36,1986,11,0,113,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,2,8,12,0.00,0.80,0.80,0.00,0.80,0.10,0.22,0.32,0.10,0.32,Matches
834,803,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26,1996,34,25,2218,24.6,1,4,5,1,0,0,4,0,3.6,3.6,4.9,8.5,62,59,172,0.04,0.16,0.20,0.04,0.20,0.15,0.20,0.35,0.15,0.35,Matches
835,804,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29,1993,25,13,1103,12.3,1,0,1,1,0,0,3,0,0.5,0.5,0.6,1.1,18,70,30,0.08,0.00,0.08,0.08,0.08,0.04,0.05,0.09,0.04,0.09,Matches
836,805,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36,36,3239,36.0,1,0,1,1,0,0,4,0,1.7,1.7,1.0,2.7,19,158,5,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07,Matches
837,806,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
838,807,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,4,4,13,0.00,0.00,0.00,0.00,0.00,0.37,0.02,0.39,0.37,0.39,Matches
839,808,Pablo Durán,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
840,809,Julien Duranville,be BEL,MF,Dortmund,de Bundesliga,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,1,4,0.00,0.00,0.00,0.00,0.00,0.06,0.83,0.89,0.06,0.89,Matches
841,810,Hugo Duro,es ESP,FW,Valencia,es La Liga,22,1999,30,12,1385,15.4,1,1,2,1,0,1,5,0,4.4,3.6,1.1,4.7,9,19,67,0.06,0.06,0.13,0.06,0.13,0.29,0.07,0.36,0.23,0.31,Matches
842,811,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,25,1997,34,27,2515,27.9,0,0,0,0,0,0,2,0,0.4,0.4,0.8,1.2,80,149,134,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
843,812,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,28,1993,25,21,1739,19.3,12,6,18,7,5,5,5,0,9.3,5.3,6.9,12.2,56,75,109,0.62,0.31,0.93,0.36,0.67,0.48,0.36,0.83,0.28,0.63,Matches
844,813,Edin Džeko,ba BIH,FW,Inter,it Serie A,36,1986,33,18,1732,19.2,9,3,12,9,0,0,3,0,9.7,9.7,3.2,13.0,32,67,150,0.47,0.16,0.62,0.47,0.62,0.50,0.17,0.67,0.50,0.67,Matches
845,814,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,eng Premier League,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
846,815,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0.00,0.22,0.22,0.00,0.22,0.04,0.19,0.24,0.04,0.24,Matches
847,816,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,51,20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
848,817,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,26,22,1923,21.4,2,4,6,2,0,0,0,0,3.1,3.1,1.9,5.0,31,41,42,0.09,0.19,0.28,0.09,0.28,0.14,0.09,0.23,0.14,0.23,Matches
849,818,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35,35,3150,35.0,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
850,819,Éderson,br BRA,MF,Atalanta,it Serie A,23,1999,35,25,2215,24.6,1,1,2,1,0,0,4,0,2.0,2.0,2.3,4.2,37,93,62,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17,Matches
851,820,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24,1998,35,20,1803,20.0,5,2,7,5,0,0,3,0,4.2,4.2,1.2,5.4,29,32,100,0.25,0.10,0.35,0.25,0.35,0.21,0.06,0.27,0.21,0.27,Matches
852,821,Samuel Edozie,eng ENG,"FW,MF",Southampton,eng Premier League,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,26,13,39,0.00,0.00,0.00,0.00,0.00,0.14,0.06,0.20,0.14,0.20,Matches
853,822,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25,1996,31,27,2451,27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20,93,46,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.10,0.03,0.10,Matches
854,823,Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28,Matches
855,824,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,1.0,1.0,0.6,1.7,8,61,7,0.09,0.09,0.19,0.09,0.19,0.10,0.06,0.16,0.10,0.16,Matches
856,825,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27,1995,27,16,1535,17.1,2,0,2,2,0,0,7,0,2.0,2.0,0.9,3.0,29,40,69,0.12,0.00,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,Matches
857,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
858,826,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
859,827,Julian Eitschberger,de GER,FW,Hertha BSC,de Bundesliga,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
860,828,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0.00,0.30,0.30,0.00,0.30,0.15,0.13,0.28,0.15,0.28,Matches
861,829,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,31,18,1734,19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15,80,35,0.00,0.10,0.10,0.00,0.10,0.15,0.08,0.23,0.15,0.23,Matches
862,830,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23,23,84,0.23,0.31,0.55,0.23,0.55,0.29,0.13,0.42,0.29,0.42,Matches
863,831,Emmanuel Ekong,se SWE,"FW,MF",Empoli,it Serie A,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
864,832,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0.00,0.21,0.21,0.00,0.21,0.15,0.19,0.34,0.15,0.34,Matches
865,833,Alberth Elis,hn HON,"MF,FW",Brest,fr Ligue 1,26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,4,19,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24,Matches
866,834,Mikael Ellertsson,is ISL,"MF,DF",Spezia,it Serie A,20,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
867,835,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,19,2003,32,18,1613,17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.6,5.7,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.20,0.32,0.12,0.32,Matches
868,836,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22,1999,36,14,1627,18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42,73,103,0.33,0.17,0.50,0.28,0.44,0.22,0.11,0.33,0.18,0.29,Matches
869,837,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
870,838,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,25,16,1449,16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.1,1.8,21,52,19,0.00,0.06,0.06,0.00,0.06,0.04,0.07,0.11,0.04,0.11,Matches
871,839,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25,1996,32,32,2826,31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20,83,5,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
872,840,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,36,36,3155,35.1,0,1,1,0,0,0,10,1,1.0,1.0,0.8,1.8,6,52,4,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05,Matches
873,841,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,27,1994,33,27,2168,24.1,1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56,50,98,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,Matches
874,842,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,29,18,1472,16.4,4,3,7,3,1,1,5,1,3.8,3.1,3.4,6.4,62,47,115,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39,Matches
875,843,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
876,844,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,32,19,1859,20.7,12,2,14,12,0,1,3,0,8.5,7.6,3.2,10.8,24,52,159,0.58,0.10,0.68,0.58,0.68,0.41,0.16,0.57,0.37,0.52,Matches
877,845,Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,80,103,0.10,0.05,0.16,0.10,0.16,0.09,0.03,0.12,0.09,0.12,Matches
878,846,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,31,17,1661,18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16,12,71,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.50,0.44,0.50,Matches
879,847,Julio Enciso,py PAR,"FW,MF",Brighton,eng Premier League,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64,Matches
880,848,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,33,33,2922,32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32,171,67,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26,Matches
881,849,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,18,18,1440,16.0,0,3,3,0,0,0,5,0,0.6,0.6,2.2,2.8,9,57,25,0.00,0.19,0.19,0.00,0.19,0.04,0.14,0.17,0.04,0.17,Matches
882,850,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,28,25,2048,22.8,1,8,9,1,0,0,3,0,5.0,5.0,4.2,9.2,23,164,66,0.04,0.35,0.40,0.04,0.40,0.22,0.19,0.40,0.22,0.40,Matches
883,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
884,851,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,28,26,2330,25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7,65,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
885,852,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
886,853,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07,Matches
887,854,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,14,13,1121,12.5,4,1,5,4,0,0,4,0,3.5,3.5,1.5,5.0,3,50,12,0.32,0.08,0.40,0.32,0.40,0.28,0.12,0.40,0.28,0.40,Matches
888,855,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,23,17,1439,16.0,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17,40,37,0.06,0.00,0.06,0.06,0.06,0.09,0.11,0.20,0.09,0.20,Matches
889,856,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,36,35,3122,34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53,107,129,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16,Matches
890,857,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,20,14,1225,13.6,1,1,2,1,0,0,5,0,1.2,1.2,0.0,1.2,8,36,3,0.07,0.07,0.15,0.07,0.15,0.09,0.00,0.09,0.09,0.09,Matches
891,858,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,15,10,971,10.8,1,0,1,1,0,0,5,1,0.7,0.7,1.5,2.2,4,51,11,0.09,0.00,0.09,0.09,0.09,0.06,0.14,0.21,0.06,0.21,Matches
892,859,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,23,18,1646,18.3,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.6,9,44,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
893,860,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,35,31,2675,29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.20,0.03,0.20,0.06,0.18,0.24,0.06,0.24,Matches
894,861,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,13,12,1051,11.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,35,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
895,862,Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,28,13,1160,12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25,Matches
896,863,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,38,30,2636,29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,Matches
897,864,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
898,865,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,22,2000,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0.00,0.18,0.18,0.00,0.18,0.07,0.14,0.22,0.07,0.22,Matches
899,866,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,28,19,1504,16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27,Matches
900,867,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,36,36,3111,34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
901,868,Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,36,31,2671,29.7,0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15,161,39,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.10,0.02,0.10,Matches
902,869,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4,11,18,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.32,0.08,0.32,Matches
903,870,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,21,16,1308,14.5,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,43,63,36,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
904,871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31,31,2786,31.0,1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.9,11,74,2,0.03,0.06,0.10,0.03,0.10,0.04,0.02,0.06,0.04,0.06,Matches
905,872,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
906,873,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21,2001,26,17,1520,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17,Matches
907,874,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,12,12,1025,11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
908,875,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,1998,16,14,1246,13.8,5,3,8,5,0,0,0,0,2.7,2.7,2.1,4.8,77,67,66,0.36,0.22,0.58,0.36,0.58,0.19,0.15,0.34,0.19,0.34,Matches
909,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
910,876,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,14,24,16,0.00,0.30,0.30,0.00,0.30,0.05,0.09,0.14,0.05,0.14,Matches
911,877,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0.00,0.29,0.15,0.15,0.42,0.01,0.43,0.30,0.32,Matches
912,878,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
913,879,Fali,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,25,22,1714,19.0,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9,56,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
914,880,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
915,881,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
916,882,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,23,19,1485,16.5,2,3,5,2,0,0,7,0,2.7,2.7,1.0,3.7,11,54,33,0.12,0.18,0.30,0.12,0.30,0.17,0.06,0.23,0.17,0.23,Matches
917,883,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,36,12,1393,15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47,48,178,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69,Matches
918,884,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,24,7,718,8.0,0,2,2,0,0,0,1,1,0.5,0.5,1.4,1.9,9,22,11,0.00,0.25,0.25,0.00,0.25,0.06,0.17,0.24,0.06,0.24,Matches
919,885,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,23,1999,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
920,886,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,14,12,1074,11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches
921,887,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,21,8,825,9.2,0,0,0,0,0,0,4,0,1.0,1.0,0.9,1.9,11,21,40,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20,Matches
922,888,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
923,889,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,15,12,961,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.7,4.4,42,41,76,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41,Matches
924,890,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,16,15,1418,15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,22,4,0.00,0.06,0.06,0.00,0.06,0.07,0.06,0.13,0.07,0.13,Matches
