Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
420,Cafú,pt POR,MF,Nott'ham Forest,eng Premier League,29,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,1.7,1.7,2.7,4.3,38,219,61
422,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,31,1991,33,6,988,11,2,0,2,2,0,0,2,0,1.5,1.5,1.4,2.9,34,92,57
423,Jens Cajuste,se SWE,MF,Reims,fr Ligue 1,22,1999,31,14,1530,17,3,1,4,3,0,0,8,1,1.5,1.5,1.2,2.8,46,109,40
424,Cala,es ESP,DF,Cádiz,es La Liga,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
425,Davide Calabria,it ITA,DF,Milan,it Serie A,25,1996,25,21,1690,18.8,1,4,5,1,0,0,6,0,1.2,1.2,1.7,2.9,26,108,80
426,Mattia Caldara,it ITA,DF,Spezia,it Serie A,28,1994,20,13,1253,13.9,0,0,0,0,0,0,6,0,0.8,0.8,0,0.8,5,35,4
427,Luca Caldirola,it ITA,DF,Monza,it Serie A,31,1991,31,27,2353,26.1,2,0,2,2,0,0,6,0,1.1,1.1,0.5,1.6,12,63,13
428,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,26,1995,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9,64,4
429,Duje Ćaleta-Car,hr CRO,DF,Southampton,eng Premier League,25,1996,13,9,946,10.5,1,0,1,1,0,0,2,0,0.8,0.8,0,0.8,5,33,0
430,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,25,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,28,1994,33,28,2363,26.3,3,6,9,2,1,1,3,0,3.1,2.3,5,7.3,46,172,68
432,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,19,2002,3,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,3,3
433,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,de Bundesliga,34,1988,13,2,290,3.2,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,7,16,8
434,Alexander Callens,pe PER,DF,Girona,es La Liga,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1
435,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25,1997,17,15,1165,12.9,2,1,3,1,1,1,3,0,5.8,5,0.8,5.9,18,15,56
436,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,24,1998,31,20,1820,20.2,2,0,2,2,0,0,4,1,2.5,2.5,0.4,3,32,80,44
437,Mohamed Camara,gn GUI,MF,Roma,it Serie A,25,1997,15,8,696,7.7,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1,13,30,14
438,Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,22,2000,29,25,2194,24.4,0,3,3,0,0,0,6,1,1,1,2.2,3.2,28,135,19
439,Ousmane Camara,gn GUI,"FW,MF",Auxerre,fr Ligue 1,20,2001,3,0,24,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,2,1
440,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,19,2003,9,6,521,5.8,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,3,16,0
441,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99
442,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,21,2000,28,12,1285,14.3,6,1,7,6,0,0,5,1,3.4,3.4,1.1,4.5,73,42,99
443,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,32,25,2170,24.1,0,3,3,0,0,0,2,0,0.9,0.9,2.4,3.3,64,83,105
444,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,18,2003,7,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,4,9
445,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122
446,Chem Campbell,wls WAL,"FW,MF",Wolves,eng Premier League,19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,4,10
447,Emre Can,de GER,MF,Dortmund,de Bundesliga,28,1994,27,20,1900,21.1,2,1,3,1,1,1,8,0,1.6,0.8,1.3,2.1,34,99,12
448,Sergio Canales,es ESP,"FW,MF",Betis,es La Liga,31,1991,31,28,2402,26.7,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82,143,150
449,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,20,2002,20,1,256,2.8,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,15,2,33
450,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,17,16,1274,14.2,2,1,3,2,0,0,3,1,0.8,0.8,0.9,1.7,73,106,125
451,João Cancelo,pt POR,"DF,FW",Bayern Munich,de Bundesliga,28,1994,15,11,1012,11.2,1,4,5,1,0,0,3,0,0.7,0.7,2.3,3,51,61,90
452,Antonio Candreva,it ITA,"MF,DF",Salernitana,it Serie A,35,1987,35,32,2726,30.3,7,4,11,7,0,0,3,1,3.7,3.7,4.7,8.3,71,135,171
453,Thomas Cannon,ie IRL,FW,Everton,eng Premier League,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,1,0,2
454,Sergi Canós,es ESP,"FW,DF",Brentford,eng Premier League,25,1997,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,2,7
455,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,5,12,7
456,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,35,1987,26,15,1428,15.9,0,3,3,0,0,0,8,0,1.5,1.5,1.2,2.7,16,66,40
457,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45,98,72
458,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,29,1993,37,32,2441,27.1,5,2,7,4,1,1,7,0,5,4.2,2.5,6.7,100,92,188
459,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,34,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,1.9,1.9,0.5,2.4,6,11,76
460,Francesco Caputo,it ITA,FW,Empoli,it Serie A,34,1987,21,20,1708,19,5,4,9,3,2,2,1,0,7.5,5.9,2.2,8.1,16,21,128
461,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,22,2000,36,32,2767,30.7,4,7,11,4,0,0,2,0,2.6,2.6,5.1,7.7,46,183,114
462,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2
463,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,19,2003,3,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,2,8
464,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,17,2005,5,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
465,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,27,25,2199,24.4,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33,85,62
466,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,24,1997,10,1,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,4,14
467,Irvin Cardona,fr FRA,"MF,FW",Augsburg,de Bundesliga,24,1997,10,0,318,3.5,1,0,1,1,0,0,2,0,1.9,1.9,0.1,1.9,9,3,17
468,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,25,1996,7,5,456,5.1,0,0,0,0,0,0,2,1,0.2,0.2,0.5,0.7,8,22,23
469,Carlos,br BRA,DF,Monza,it Serie A,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,4.4,4.4,3.7,8.1,87,101,151
470,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,11,0
471,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3
473,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10
474,Carmona,es ESP,"MF,DF",Elche,es La Liga,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27
475,Carmona,es ESP,DF,Sevilla,es La Liga,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8
476,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27,27,2430,27,0,1,1,0,0,0,1,0,0,0,0.2,0.2,0,0,0
477,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,28,1993,35,26,2317,25.7,7,3,10,6,1,1,2,0,8,7.2,4.1,11.2,146,84,264
478,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2,2.8,22,58,147
479,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,19,2002,13,4,347,3.9,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,9,12,26
480,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23,1999,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,William Carvalho,pt POR,MF,Betis,es La Liga,30,1992,33,31,2438,27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46,203,52
482,Nicolò Casale,it ITA,DF,Lazio,it Serie A,24,1998,29,27,2437,27.1,1,1,2,1,0,0,6,0,0.6,0.6,0.3,0.9,11,70,3
483,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,3.4,3.4,3.1,6.5,14,152,34
484,Casemiro,br BRA,MF,Real Madrid,es La Liga,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,24,1997,26,20,1820,20.2,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,42,75,57
486,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,2.2,2.2,2.6,4.8,39,106,149
488,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,32,1989,27,14,1412,15.7,0,1,1,0,0,0,2,0,0.6,0.6,1.8,2.5,14,120,10
489,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34,34,3060,34,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,0,2,0
490,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,23,1998,35,33,2597,28.9,13,0,13,12,1,1,11,0,11.2,10.4,1.7,12.1,30,34,128
491,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,27,1995,32,30,2568,28.5,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.2,19,120,20
492,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,27,1995,25,17,1362,15.1,4,0,4,4,0,0,7,0,2.9,2.9,3,5.9,54,76,115
493,Jonny Castro,es ESP,DF,Wolves,eng Premier League,28,1994,18,14,1261,14,1,0,1,1,0,0,3,1,0.3,0.3,1,1.3,24,70,46
494,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,25,1997,15,7,718,8,2,1,3,2,0,0,3,0,1.2,1.2,1.1,2.3,12,14,16
495,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,27,1994,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8,83,14
496,Catena,es ESP,DF,Rayo Vallecano,es La Liga,27,1994,35,35,3103,34.5,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8,119,2
497,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20,2002,23,11,1090,12.1,1,1,2,1,0,0,0,0,1.5,1.5,0.7,2.2,46,29,106
498,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,25,1997,26,25,2222,24.7,1,0,1,1,0,0,10,1,0.9,0.9,0,0.9,33,92,13
499,Edinson Cavani,uy URU,FW,Valencia,es La Liga,35,1987,25,20,1449,16.1,5,2,7,3,2,3,6,0,6,3.6,1.7,5.3,8,20,53
500,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,25,1996,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3,60,204,60
501,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1
502,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1,25,53,20
503,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,21,16,111
504,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,20,2001,19,5,515,5.7,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,37,19,47
505,Zeki Çelik,tr TUR,DF,Roma,it Serie A,25,1997,24,16,1504,16.7,0,1,1,0,0,0,7,1,0.3,0.3,1.6,1.9,34,67,76
506,Álex Centelles,es ESP,DF,Almería,es La Liga,24,1997,15,11,1123,12.5,1,2,3,1,0,0,0,1,0.4,0.4,1.3,1.7,17,35,48
507,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,26,1996,23,19,1689,18.8,0,0,0,0,0,0,4,0,0.7,0.7,0.9,1.6,42,102,125
508,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23,1999,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,28,1994,36,21,1894,21,0,4,4,0,0,0,2,1,2.3,2.3,2.7,5.1,45,69,113
510,Julian Chabot,de GER,DF,Köln,de Bundesliga,24,1998,21,21,1803,20,0,2,2,0,0,0,3,0,1.6,1.6,2,3.6,5,52,2
511,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,24,1998,7,3,329,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,14,8
512,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17,2005,13,6,583,6.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,23,8
513,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,19,2002,36,24,2340,26,5,5,10,5,0,0,2,0,5.9,5.9,4.9,10.9,71,101,212
514,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,27,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,0,0,0
515,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,0.9,0.3,1.2,17,71,27
516,Muhammed Cham,at AUT,MF,Clermont Foot,fr Ligue 1,21,2000,38,23,1968,21.9,7,4,11,5,2,2,2,0,6,4.4,3.1,7.5,71,106,120
517,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,27,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6,16,2
518,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32,1990,6,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6
519,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,33,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.7,2,11,18
520,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,27,1994,30,27,2491,27.7,0,0,0,0,0,0,6,0,1.2,1.2,0.4,1.6,9,80,7
521,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
522,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,31,1991,34,25,2426,27,4,2,6,4,0,0,3,0,1.5,1.5,2.3,3.8,18,95,49
523,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24,1998,16,2,366,4.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,13,19,25
524,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,18,2004,6,1,193,2.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,7,5
525,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
526,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2003,34,21,1872,20.8,4,6,10,4,0,0,3,0,4.9,4.9,7.2,12.1,133,144,260
527,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,27,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0,0,0.2,0.2,2,4,7
528,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32,32,2880,32,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,0,0
529,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
530,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88
531,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,1.4,1.4,2.2,3.7,43,41,131
532,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,32,1989,16,14,983,10.9,0,0,0,0,0,0,2,0,0,0,0,0,2,18,1
533,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25,1997,26,25,2028,22.5,0,1,1,0,0,0,1,0,0.8,0.8,1.7,2.5,15,172,22
534,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,20,2001,35,26,2461,27.3,0,6,6,0,0,0,4,0,0.6,0.6,3.5,4.1,8,105,28
535,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26,1996,23,22,1760,19.6,1,1,2,1,0,0,2,0,1,1,0.5,1.5,18,91,5
536,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33,33,2970,33,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
537,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,2.8,2.8,2.4,5.1,39,71,71
538,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,21,23,21
539,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,23,1999,37,27,2339,26,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261
540,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Víctor Chust,es ESP,DF,Cádiz,es La Liga,22,2000,14,10,965,10.7,1,0,1,1,0,0,3,0,0.9,0.9,0,1,4,22,2
542,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,30,1992,11,10,672,7.5,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,32,2
543,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,20,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,0,17
544,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37,1985,32,10,1060,11.8,8,0,8,5,3,4,1,0,5.5,2.3,0.7,2.9,5,10,36
545,Tio Cipot,si SVN,"FW,MF",Spezia,it Serie A,19,2003,8,0,139,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0.2,5,5,17
546,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,28,1994,32,12,1282,14.2,1,0,1,1,0,0,4,0,2.6,2.6,0.3,2.9,10,65,5
547,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,19,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,4.8,4.8,5.5,10.2,67,91,168
549,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
550,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,1
551,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,24,1998,20,5,604,6.7,5,3,8,5,0,0,0,0,2.6,2.6,1.3,3.9,11,25,43
552,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,34,32,2590,28.8,2,9,11,2,0,0,1,0,4.2,4.2,8.4,12.6,83,121,240
553,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,30,1992,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,51,107,91
554,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0,0,0.7,0.7,14,52,29
555,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,24,23,2096,23.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.2,4,43,1
556,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1996,26,6,641,7.1,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.2,23,26,56
558,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,26,9
559,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,16,3
560,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.2,13,61,37
561,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22,2000,7,0,166,1.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,2,6,7
562,Álex Collado,es ESP,MF,Elche,es La Liga,23,1999,16,8,729,8.1,1,1,2,1,0,0,1,0,0.6,0.6,1.6,2.2,24,34,43
563,Diego Collado,es ESP,FW,Villarreal,es La Liga,21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
564,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0,1.2,3,33,2
565,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,11,64,5
566,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,6.2,4.6,1.4,6.1,14,21,119
567,Andrea Colpani,it ITA,MF,Monza,it Serie A,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69
568,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,16,70,3
569,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,26,1996,24,16,1409,15.7,8,5,13,8,0,0,2,1,4.6,4.6,5.5,10.1,98,70,296
570,Eray Cömert,ch SUI,DF,Valencia,es La Liga,24,1998,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.5,0.5,0.1,0.6,6,54,1
571,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.6,40,150,58
572,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24,1998,19,15,1315,14.6,1,2,3,1,0,0,0,0,0.6,0.6,2,2.6,32,56,91
574,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
575,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,0.2,2.5,2.8,9,63,10
576,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,1,19,0
577,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,30,1991,18,16,1426,15.8,1,0,1,1,0,0,5,0,1,1,0.7,1.7,3,47,2
578,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,28,27,2206,24.5,1,0,1,1,0,0,7,1,1,0.5,0.2,0.7,14,58,3
579,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,19,11,1177,13.1,0,0,0,0,0,0,5,0,0.3,0.3,0,0.3,9,42,8
580,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,1,1,1,1.9,11,29,27
581,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,22,6,786,8.7,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,21,29,65
582,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
