Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2245,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,32,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,9
2246,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,30,1992,23,15,1308,14.5,4,1,5,4,0,0,3,0,2.4,2.4,0.9,3.3,47,97,72
2247,Lucas Robertone,ar ARG,MF,Almería,es La Liga,25,1997,37,34,2843,31.6,2,7,9,2,0,0,7,0,2.6,2.6,6.6,9.2,47,155,97
2248,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28,1994,34,29,2583,28.7,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,80,166,194
2249,Antonee Robinson,us USA,DF,Fulham,eng Premier League,24,1997,35,35,3088,34.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,1.4,112,129,153
2250,Joel Robles,es ESP,GK,Leeds United,eng Premier League,32,1990,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2251,Joel Roca,es ESP,"MF,FW",Girona,es La Liga,17,2005,5,0,84,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,3,0,14
2252,Marc Roca,es ESP,MF,Leeds United,eng Premier League,25,1996,32,29,2315,25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5,25,172,28
2253,Enzo Roco,cl CHI,DF,Elche,es La Liga,29,1992,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.6,0.6,0,0.6,6,42,2
2254,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,25,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,31,1990,27,19,1414,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23,105,39
2256,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.9,0.9,0,0.9,5,49,0
2257,Rodri,es ESP,MF,Manchester City,eng Premier League,26,1996,36,34,2911,32.3,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,76,260,37
2258,Rodri,es ESP,"FW,MF",Betis,es La Liga,22,2000,30,19,1601,17.8,2,3,5,2,0,0,0,0,1.4,1.4,2.2,3.6,57,102,104
2259,Rodrigo,es ESP,"FW,MF",Leeds United,eng Premier League,31,1991,31,23,1935,21.5,13,1,14,12,1,1,6,0,8.1,7.3,1.8,9.1,40,44,143
2260,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,35,1987,17,2,394,4.4,1,0,1,1,0,0,1,0,2.8,2.8,0.1,2.8,4,6,19
2261,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24,1998,33,19,1775,19.7,2,0,2,2,0,0,6,0,3.6,3.6,2.2,5.9,29,118,37
2262,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34,1988,35,26,2100,23.3,3,6,9,3,0,0,8,0,2.4,2.4,3.2,5.6,43,76,64
2263,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28,1994,34,33,2872,31.9,1,0,1,1,0,0,8,0,1.2,1.2,0.3,1.6,11,123,18
2264,Miguel Rodríguez,es ESP,"MF,FW",Celta Vigo,es La Liga,19,2003,7,3,252,2.8,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,10,6,22
2265,Pablo Rodríguez,es ESP,"FW,MF",Lecce,it Serie A,20,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7
2266,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,29,1992,35,30,2670,29.7,0,0,0,0,0,0,3,0,0.4,0.4,1.9,2.4,49,133,51
2267,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,21,2001,34,25,2379,26.4,9,8,17,8,1,1,4,0,13.7,12.9,7,19.9,146,81,268
2268,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23,1999,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36
2269,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,24,1997,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0,0.8,1,23,2
2270,Rogério,br BRA,DF,Sassuolo,it Serie A,24,1998,36,34,2996,33.3,0,3,3,0,0,0,5,1,0.5,0.5,2.7,3.3,110,185,115
2271,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,20,2002,3,0,57,0.6,0,1,1,0,0,0,0,0,0,0,0.5,0.5,2,1,4
2272,Tony Rölke,de GER,FW,Hertha BSC,de Bundesliga,19,2003,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2274,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,27,1995,34,33,2922,32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3,62,3
2275,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,32,1990,7,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2276,Leonardo Román,es ESP,GK,Mallorca,es La Liga,22,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19,92,9
2278,Iván Romero,es ESP,MF,Sevilla,es La Liga,21,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2279,Luka Romero,ar ARG,FW,Lazio,it Serie A,17,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21
2280,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,30,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
2281,Oriol Romeu,es ESP,MF,Girona,es La Liga,30,1991,33,33,2950,32.8,2,0,2,2,0,0,10,1,1.6,1.6,0.9,2.5,15,133,16
2282,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,37,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33
2283,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,24,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2284,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,32,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7
2285,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,27,1994,36,34,3032,33.7,1,2,3,1,0,0,8,0,1.7,1.7,2.7,4.4,57,238,72
2286,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31,1991,35,34,2964,32.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,18,171,23
2287,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,25,1997,31,17,1767,19.6,0,1,1,0,0,0,6,0,0.9,0.9,1.8,2.7,18,112,42
2288,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,17,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2
2290,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,27,1995,20,12,1016,11.3,0,1,1,0,0,0,1,0,0.2,0.2,1,1.2,12,33,12
2291,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21,2001,37,37,3314,36.8,2,1,3,2,0,0,4,1,3.3,3.3,0.8,4.1,10,136,6
2292,Jérôme Roussillon,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1993,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2293,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,29,1993,16,11,957,10.6,0,2,2,0,0,0,2,0,0.5,0.5,1.1,1.7,18,28,42
2294,Nicolò Rovella,it ITA,MF,Monza,it Serie A,20,2001,25,21,1740,19.3,1,2,3,1,0,0,5,1,1.2,1.2,2.2,3.4,26,99,19
2295,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,20,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,1,2
2296,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,28,1994,29,27,2448,27.2,2,1,3,2,0,0,2,0,1.8,1.8,1,2.9,23,135,5
2297,Ruan,br BRA,DF,Sassuolo,it Serie A,23,1999,23,21,1711,19,0,0,0,0,0,0,13,3,0.5,0.5,0,0.5,6,22,3
2298,Rubén,es ESP,"DF,MF",Espanyol,es La Liga,21,2001,18,9,888,9.9,0,2,2,0,0,0,1,0,0.5,0.5,1.5,2,34,14,57
2299,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,29,1993,33,26,2415,26.8,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,21,59,10
2300,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,32,1990,22,6,794,8.8,0,1,1,0,0,0,3,0,0.2,0.2,0.8,0.9,7,42,7
2301,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28,1994,9,6,564,6.3,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,2,5,0
2302,Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,20,2002,15,8,829,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22,55,65
2303,Mário Rui,pt POR,DF,Napoli,it Serie A,31,1991,22,21,1749,19.4,0,6,6,0,0,0,2,1,0.6,0.6,4,4.6,52,153,97
2304,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,26,1996,26,15,1454,16.2,0,0,0,0,0,0,4,1,0.8,0.8,2.1,3,38,62,70
2305,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,19,2002,1,1,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2306,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26,1996,27,21,1892,21,3,2,5,3,0,0,0,0,2.8,2.8,2.1,4.9,32,128,86
2307,Víctor Ruiz,es ESP,DF,Betis,es La Liga,33,1989,10,5,560,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,10,0
2308,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14,14,1260,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2309,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,Franco Russo,ar ARG,DF,Mallorca,es La Liga,27,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2311,Georginio Rutter,fr FRA,"FW,MF",Leeds United,eng Premier League,20,2002,11,1,273,3,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,5,6,21
2312,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20,2002,15,11,1009,11.2,2,2,4,2,0,0,2,0,3,3,2.3,5.4,32,25,75
2313,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,24,1997,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32
2314,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24,1997,17,17,1410,15.7,1,1,2,1,0,0,2,0,0.5,0.5,1.5,2,54,55,69
2315,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29,29,2610,29,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
2316,José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2317,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,29,1993,23,19,1680,18.7,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,41,72,64
2318,Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,22,1999,15,8,638,7.1,2,0,2,2,0,0,1,1,0.9,0.9,0,1,5,20,30
2319,Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,25,1996,18,12,1069,11.9,2,0,2,1,1,2,5,0,3,1.4,1.4,2.8,7,49,54
2320,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28,1994,11,7,627,7,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.7,8,38,26
2321,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28,1994,15,7,628,7,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19
2322,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27,1995,35,29,2580,28.7,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,50,76,70
2323,Umar Sadiq,ng NGA,FW,Almería,es La Liga,25,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5,2,7
2324,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,25,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,0,1,6
2325,Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23,1999,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143
2326,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,21,6,644,7.2,5,0,5,5,0,0,2,0,3.3,3.3,0.9,4.2,19,26,67
2327,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,25,12,1120,12.4,1,5,6,1,0,0,1,0,1.6,1.6,4.6,6.2,93,69,111
2328,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,9,7,534,5.9,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.2,5,14,36
2329,Samuel Sáiz,es ESP,MF,Girona,es La Liga,31,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18
2330,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,20,2001,38,37,3181,35.3,14,11,25,12,2,3,6,0,11.2,9.1,8.5,17.6,179,109,520
2331,Hamza Sakhi,fr FRA,MF,Auxerre,fr Ligue 1,26,1996,27,18,1658,18.4,1,2,3,1,0,0,1,0,1.7,1.7,3.2,4.9,43,135,75
2332,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,15,7,763,8.5,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,0,33,2
2333,Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,3
2334,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,20,2001,13,1,227,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,13,14,27
2335,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,38,37,3290,36.6,19,12,31,17,2,4,2,0,21.7,18.5,7.7,26.2,120,149,421
2336,Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,25,12,1249,13.9,3,1,4,3,0,0,1,0,3,3,1.5,4.5,35,21,94
2337,Kike Salas,es ESP,DF,Sevilla,es La Liga,20,2002,6,4,368,4.1,1,1,2,1,0,0,1,1,0.2,0.2,0.2,0.4,3,14,0
2338,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2
2339,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4
2341,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,19,10,1002,11.1,1,3,4,1,0,0,6,0,2.6,2.6,1.3,3.9,22,17,71
2342,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,32,31,2646,29.4,1,0,1,1,0,0,5,1,1.2,1.2,0.4,1.6,24,121,9
2343,Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,24,4,490,5.4,0,0,0,0,0,0,2,0,0.8,0.8,0.7,1.4,27,13,51
2344,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,20,2002,37,19,1848,20.5,5,4,9,5,0,0,1,0,2.4,2.4,3.7,6.1,34,100,65
2345,Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,26,1996,2,1,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2346,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,34,30,2665,29.6,12,3,15,10,2,2,6,2,10.6,9.1,2.1,11.2,51,56,179
2347,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37,37,3330,37,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,1,0
2348,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
2349,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,9,6,536,6,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,2,20,2
2350,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,22,7,697,7.7,0,1,1,0,0,0,3,0,0.6,0.6,1.6,2.2,23,27,38
2351,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,33,24,1844,20.5,0,1,1,0,0,0,14,0,0.3,0.3,0.8,1.1,1,45,11
2352,Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,33,28,2433,27,12,4,16,11,1,1,4,0,9.3,8.5,3,11.5,17,46,139
2353,Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2354,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,36,32,2532,28.1,10,2,12,8,2,2,6,1,7.6,6,4.2,10.2,91,159,156
2355,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,23,6,717,8,2,0,2,2,0,0,1,0,1.1,1.1,1.7,2.8,30,56,25
2356,Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,35,32,2679,29.8,14,3,17,12,2,3,3,0,12.6,10.2,5.8,16,42,127,232
2357,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,32,11,1076,12,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,22,34,56
2358,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,18,8,858,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1,5,35,4
2359,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,25,13,1154,12.8,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.4,58,65,61
2360,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,32,28,2392,26.6,1,0,1,1,0,0,11,0,0.7,0.7,0.1,0.8,21,74,5
2361,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,31,22,2124,23.6,0,2,2,0,0,0,3,0,0.8,0.8,2.1,2.8,42,100,105
2362,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,24,1997,23,23,2070,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2363,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,26,21,1686,18.7,6,3,9,6,0,0,0,0,4.2,4.2,5,9.2,88,76,173
2364,Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,25,21,1787,19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51,97,25
2365,Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,32,20,2010,22.3,8,7,15,8,0,0,4,0,8.5,8.5,4.3,12.8,77,134,198
2366,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2368,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,18,18,1419,15.8,1,2,3,1,0,0,1,0,3.1,3.1,2.1,5.3,43,60,70
2369,Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,18,8,740,8.2,4,2,6,4,0,0,2,0,2.8,2.8,1,3.7,17,13,72
2370,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,25,20,1813,20.1,2,0,2,2,0,0,2,0,1.1,1.1,0.7,1.8,17,141,21
2371,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,29,14,1208,13.4,4,3,7,4,0,0,4,0,2.8,2.8,3.4,6.2,56,56,125
2372,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,13,9,765,8.5,1,0,1,1,0,0,3,0,3.1,3.1,0.8,3.9,17,41,54
2373,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37
2374,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,9,1,176,2,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20
2375,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,13,6,537,6,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.6,12,9,47
2376,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,13,8,716,8,0,0,0,0,0,0,3,0,0,0,0,0,5,59,2
2378,Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,31,20,1705,18.9,2,1,3,2,0,0,4,0,3.9,3.9,1.2,5.1,29,22,127
2381,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,30,30,2546,28.3,12,4,16,6,6,6,4,3,8.6,3.8,5.8,9.6,48,205,117
2382,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2383,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,22,22,1943,21.6,0,0,0,0,0,0,4,2,0.2,0.2,0,0.2,20,74,6
2384,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29,57,60
2385,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,32,29,2335,25.9,2,2,4,2,0,0,7,0,2,2,0.4,2.4,22,158,34
2386,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48
2387,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,6,2,181,2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,9,12,4
2388,Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,18,7,732,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24,15,57
2389,Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,8,1,182,2,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,7,3,20
2390,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,16,10,860,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15,26,18
2391,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,36,36,3206,35.6,1,3,4,1,0,0,7,0,4.9,4.9,3.3,8.2,27,139,32
2392,Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4,1,16
2393,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8,11,68
2394,Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,29,8,1088,12.1,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,20,50,75
2395,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,22,16,1506,16.7,1,1,2,1,0,0,2,0,0.3,0.3,0.7,0.9,23,77,12
2396,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,13,8,734,8.2,2,0,2,2,0,0,3,0,1.6,1.6,0.5,2.1,1,21,3
2398,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,28,27,2252,25,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39,159,14
2399,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32,98,67
2400,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36,36,3240,36,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0
2401,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,3,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,6
2402,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,27,15,1520,16.9,1,3,4,1,0,0,3,0,1.5,1.5,2,3.5,34,75,84
2403,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,5,3,251,2.8,0,0,0,0,0,0,1,0,0,0,0,0,5,13,0
2404,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,24,11,1087,12.1,3,0,3,3,0,0,3,0,1.6,1.6,1.3,2.9,26,64,49
2405,Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,31,30,2420,26.9,1,0,1,1,0,0,6,0,0.4,0.4,2.4,2.9,48,149,126
2406,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,33,29,2509,27.9,0,2,2,0,0,0,3,0,0.4,0.4,1.5,1.9,15,139,29
